payoff,network,strategy,strategy_short,mean_barC,std_barC,mean_smax,std_smax,mean_chi,std_chi,Pr_allC,Pr_allD,mean_t_absorb,std_t_absorb
T=1.95,Grid_20x20,ImitationStrategy,Imitate,0.114330357,0.019866573,,,,,0,1,7.2,1.303840481
T=1.95,Grid_20x20,TitForTatStrategy,TFT,0.389538115,0.216243858,0.0025,,0,,0.2,0.6,630.4,1324.646859
T=1.95,WS_k8_p0.05,ImitationStrategy,Imitate,0.161022727,0.08412648,,,,,0,1,6.2,4.024922359
T=1.95,WS_k8_p0.05,TitForTatStrategy,TFT,0.388184873,0.274388984,0.05625,,8.118644068,,0.2,0.6,641.4,1318.531304
T=2.00,BA_m4,ImitationStrategy,Imitate,0.105651786,0.010342682,,,,,0,1,7.2,0.447213595
T=2.00,BA_m4,TitForTatStrategy,TFT,0.4925,0.088007457,0.456,0.095538768,1,0,0,0,3000,0
T=2.00,ER_p0.02,ImitationStrategy,Imitate,0.110339286,0.011892969,,,,,0,1,7.4,0.547722558
T=2.00,ER_p0.02,TitForTatStrategy,TFT,0.51575,0.053506717,0.4935,0.06514647,1.026666667,0.059628479,0,0,3000,0
T=2.00,Grid_20x20,ImitationStrategy,Imitate,0.099223214,0.006482875,,,,,0,1,7.6,0.547722558
T=2.00,Grid_20x20,TitForTatStrategy,TFT,0.496894737,0.17310731,0.0025,0,0,0,0.2,0.2,1815.2,1622.354215
T=2.00,WS_k8_p0.05,ImitationStrategy,Imitate,0.1998125,0.073730003,,,,,0,1,4.4,3.286335345
T=2.00,WS_k8_p0.05,TitForTatStrategy,TFT,0.561137759,0.239769377,0.100625,0.055684659,10.10468883,1.778557415,0.4,0.2,1223,1622.176316
