payoff,network,strategy,barC,chi_bar,smax_bar,absorbed,absorb_state,t_absorb,n_steps_executed,cluster_samples_json,cluster_sizes_window_json,strategy_short
beta_3.00,Grid_10x10,ImitationStrategy,0.08708000000000002,1.302857142857143,0.038160000000000006,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 7, 17, 1, 1, 3, 1, 1, 1, 5, 7, 5]}, {""t"": 51, ""sizes"": [2, 2]}, {""t"": 101, ""sizes"": [4, 3, 2, 2]}, {""t"": 151, ""sizes"": [4]}, {""t"": 201, ""sizes"": [4, 3, 2]}, {""t"": 251, ""sizes"": [4, 2]}, {""t"": 301, ""sizes"": [4, 4, 2]}, {""t"": 351, ""sizes"": [4, 4, 2, 2]}, {""t"": 401, ""sizes"": [4, 4]}, {""t"": 451, ""sizes"": [4, 4, 2, 2]}, {""t"": 501, ""sizes"": [4, 4]}, {""t"": 551, ""sizes"": [4, 4, 2, 2]}, {""t"": 601, ""sizes"": [2, 2]}, {""t"": 651, ""sizes"": [4, 3, 2, 2]}, {""t"": 701, ""sizes"": [4]}, {""t"": 751, ""sizes"": [4, 3, 2]}, {""t"": 801, ""sizes"": [4, 2]}, {""t"": 851, ""sizes"": [4, 4, 2]}, {""t"": 901, ""sizes"": [4, 4, 2, 2]}, {""t"": 951, ""sizes"": [4, 4]}]","[4, 4, 4, 4, 2, 2, 2, 2, 4, 3, 2, 2, 4, 4, 3, 2, 4, 2, 4, 4, 2, 4, 4, 2, 2, 4, 4]",Imitate
beta_3.00,Grid_10x10,ImitationStrategy,0.13906250000000003,,,True,allD,64,64,"[{""t"": 1, ""sizes"": [17, 12, 22, 3, 1]}, {""t"": 51, ""sizes"": [3, 1, 1]}]",[],Imitate
beta_3.00,Grid_10x10,ImitationStrategy,0.22769230769230772,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 2, 1, 9, 1, 1, 30, 1, 1, 1, 1]}]",[],Imitate
beta_3.00,Grid_10x10,ImitationStrategy,0.16178000000000003,2.0333333333333337,0.04,False,,1000,1000,"[{""t"": 1, ""sizes"": [7, 1, 7, 8, 4, 1, 6, 1, 4, 1, 1, 2, 1, 2]}, {""t"": 51, ""sizes"": [4, 2, 4, 4, 2]}, {""t"": 101, ""sizes"": [4, 2]}, {""t"": 151, ""sizes"": [4, 4, 2, 2]}, {""t"": 201, ""sizes"": [2, 2, 4, 4, 4, 2, 2]}, {""t"": 251, ""sizes"": [2, 3, 4, 4, 2, 2]}, {""t"": 301, ""sizes"": [4, 2, 4, 2, 4, 2, 2]}, {""t"": 351, ""sizes"": [4, 2, 4, 4, 4, 2, 2]}, {""t"": 401, ""sizes"": [4, 4, 4, 2]}, {""t"": 451, ""sizes"": [4, 3, 4, 4, 2]}, {""t"": 501, ""sizes"": [2, 4, 4, 2]}, {""t"": 551, ""sizes"": [4, 2, 4, 4, 4, 2, 2]}, {""t"": 601, ""sizes"": [4, 2, 4, 4, 2]}, {""t"": 651, ""sizes"": [4, 2]}, {""t"": 701, ""sizes"": [4, 4, 2, 2]}, {""t"": 751, ""sizes"": [2, 2, 4, 4, 4, 2, 2]}, {""t"": 801, ""sizes"": [2, 3, 4, 4, 2, 2]}, {""t"": 851, ""sizes"": [4, 2, 4, 2, 4, 2, 2]}, {""t"": 901, ""sizes"": [4, 2, 4, 4, 4, 2, 2]}, {""t"": 951, ""sizes"": [4, 4, 4, 2]}]","[2, 4, 4, 2, 4, 2, 4, 4, 4, 2, 2, 4, 2, 4, 4, 2, 4, 2, 4, 4, 2, 2, 2, 2, 4, 4, 4, 2, 2, 2, 3, 4, 4, 2, 2, 4, 2, 4, 2, 4, 2, 2, 4, 2, 4, 4, 4, 2, 2, 4, 4, 4, 2]",Imitate
beta_3.00,Grid_10x10,ImitationStrategy,0.24,,,True,allD,2,2,"[{""t"": 1, ""sizes"": [1, 3, 2, 13, 3, 1, 1, 1, 2, 17, 1, 1, 1, 1]}]",[],Imitate
beta_3.00,Grid_10x10,ImitationStrategy,0.11489795918367349,,,True,allD,49,49,"[{""t"": 1, ""sizes"": [1, 1, 1, 1, 5, 29, 2, 8, 1, 1, 1]}]",[],Imitate
beta_3.00,ER_k4,ImitationStrategy,0.12541666666666665,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [38, 3, 1, 2, 1, 1, 1, 1]}]",[],Imitate
beta_3.00,ER_k4,ImitationStrategy,0.13739130434782607,,,True,allD,46,46,"[{""t"": 1, ""sizes"": [50, 1, 1, 1, 1, 1, 1, 1, 1]}]",[],Imitate
beta_3.00,ER_k4,ImitationStrategy,0.25000000000000006,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [44, 1, 3, 1, 1, 1, 1]}]",[],Imitate
beta_3.00,ER_k4,ImitationStrategy,0.030000000000000006,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [48, 1, 1, 1, 3, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1, 1, 1]}, {""t"": 101, ""sizes"": [1, 1, 1]}, {""t"": 151, ""sizes"": [1, 1, 1]}, {""t"": 201, ""sizes"": [1, 1, 1]}, {""t"": 251, ""sizes"": [1, 1, 1]}, {""t"": 301, ""sizes"": [1, 1, 1]}, {""t"": 351, ""sizes"": [1, 1, 1]}, {""t"": 401, ""sizes"": [1, 1, 1]}, {""t"": 451, ""sizes"": [1, 1, 1]}, {""t"": 501, ""sizes"": [1, 1, 1]}, {""t"": 551, ""sizes"": [1, 1, 1]}, {""t"": 601, ""sizes"": [1, 1, 1]}, {""t"": 651, ""sizes"": [1, 1, 1]}, {""t"": 701, ""sizes"": [1, 1, 1]}, {""t"": 751, ""sizes"": [1, 1, 1]}, {""t"": 801, ""sizes"": [1, 1, 1]}, {""t"": 851, ""sizes"": [1, 1, 1]}, {""t"": 901, ""sizes"": [1, 1, 1]}, {""t"": 951, ""sizes"": [1, 1, 1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_3.00,ER_k4,ImitationStrategy,0.08468,1.7266666666666666,0.04002,False,,1000,1000,"[{""t"": 1, ""sizes"": [32, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [5, 2, 3, 1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [5, 2, 3, 1]}, {""t"": 201, ""sizes"": [5, 2, 1]}, {""t"": 251, ""sizes"": [5, 2, 3, 1]}, {""t"": 301, ""sizes"": [5, 2, 2, 1]}, {""t"": 351, ""sizes"": [2, 1, 2, 1]}, {""t"": 401, ""sizes"": [5, 2, 2, 1]}, {""t"": 451, ""sizes"": [4, 1, 3, 1]}, {""t"": 501, ""sizes"": [4, 2, 3, 1]}, {""t"": 551, ""sizes"": [2, 3, 1]}, {""t"": 601, ""sizes"": [5, 2, 3, 1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [5, 2, 3, 1]}, {""t"": 751, ""sizes"": [5, 2, 1]}, {""t"": 801, ""sizes"": [5, 2, 3, 1]}, {""t"": 851, ""sizes"": [5, 2, 2, 1]}, {""t"": 901, ""sizes"": [2, 1, 2, 1]}, {""t"": 951, ""sizes"": [5, 2, 2, 1]}]","[4, 2, 3, 1, 2, 3, 1, 5, 2, 3, 1, 1, 5, 2, 3, 1, 5, 2, 1, 5, 2, 3, 1, 5, 2, 2, 1, 2, 1, 2, 1, 5, 2, 2, 1]",Imitate
beta_3.00,ER_k4,ImitationStrategy,0.026500000000000006,0.8,0.017200000000000003,False,,1000,1000,"[{""t"": 1, ""sizes"": [44, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1, 1]}, {""t"": 101, ""sizes"": [2, 1]}, {""t"": 151, ""sizes"": [2, 1]}, {""t"": 201, ""sizes"": [2, 1]}, {""t"": 251, ""sizes"": [2, 1]}, {""t"": 301, ""sizes"": [1, 1]}, {""t"": 351, ""sizes"": [2, 1]}, {""t"": 401, ""sizes"": [1, 1]}, {""t"": 451, ""sizes"": [2, 1]}, {""t"": 501, ""sizes"": [2, 1]}, {""t"": 551, ""sizes"": [2, 1]}, {""t"": 601, ""sizes"": [2, 1]}, {""t"": 651, ""sizes"": [1, 1]}, {""t"": 701, ""sizes"": [2, 1]}, {""t"": 751, ""sizes"": [1, 1]}, {""t"": 801, ""sizes"": [2, 1]}, {""t"": 851, ""sizes"": [2, 1]}, {""t"": 901, ""sizes"": [2, 1]}, {""t"": 951, ""sizes"": [2, 1]}]","[2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1]",Imitate
beta_3.00,ER_k4,ImitationStrategy,0.01,0.0,0.01,False,,1000,1000,"[{""t"": 1, ""sizes"": [43, 1, 2, 1, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [1]}, {""t"": 201, ""sizes"": [1]}, {""t"": 251, ""sizes"": [1]}, {""t"": 301, ""sizes"": [1]}, {""t"": 351, ""sizes"": [1]}, {""t"": 401, ""sizes"": [1]}, {""t"": 451, ""sizes"": [1]}, {""t"": 501, ""sizes"": [1]}, {""t"": 551, ""sizes"": [1]}, {""t"": 601, ""sizes"": [1]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [1]}, {""t"": 751, ""sizes"": [1]}, {""t"": 801, ""sizes"": [1]}, {""t"": 851, ""sizes"": [1]}, {""t"": 901, ""sizes"": [1]}, {""t"": 951, ""sizes"": [1]}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Imitate
beta_3.00,ER_k4,ImitationStrategy,0.04856,0.9,0.0189,False,,1000,1000,"[{""t"": 1, ""sizes"": [39, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]}, {""t"": 51, ""sizes"": [2, 1, 2, 1]}, {""t"": 101, ""sizes"": [1, 2, 1]}, {""t"": 151, ""sizes"": [1, 2, 1, 1]}, {""t"": 201, ""sizes"": [1, 2, 1]}, {""t"": 251, ""sizes"": [1, 2, 1]}, {""t"": 301, ""sizes"": [1, 2, 1, 1]}, {""t"": 351, ""sizes"": [2, 1, 2, 1]}, {""t"": 401, ""sizes"": [1, 2, 1]}, {""t"": 451, ""sizes"": [2, 1, 2, 1]}, {""t"": 501, ""sizes"": [1, 2, 1]}, {""t"": 551, ""sizes"": [2, 1, 2, 1]}, {""t"": 601, ""sizes"": [2, 1, 2, 1]}, {""t"": 651, ""sizes"": [1, 2, 1]}, {""t"": 701, ""sizes"": [1, 2, 1, 1]}, {""t"": 751, ""sizes"": [2, 1, 2, 1]}, {""t"": 801, ""sizes"": [1, 1]}, {""t"": 851, ""sizes"": [1, 2, 1, 1]}, {""t"": 901, ""sizes"": [2, 1, 2, 1]}, {""t"": 951, ""sizes"": [1, 2, 1]}]","[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1]",Imitate
beta_3.00,ER_k4,ImitationStrategy,0.0704,0.9,0.0194,False,,1000,1000,"[{""t"": 1, ""sizes"": [54, 2, 1, 1, 1, 1, 2, 1, 1]}, {""t"": 51, ""sizes"": [1, 2, 1, 1]}, {""t"": 101, ""sizes"": [2, 1, 1, 2, 1]}, {""t"": 151, ""sizes"": [1, 2, 2, 2, 1]}, {""t"": 201, ""sizes"": [2, 1, 2, 1]}, {""t"": 251, ""sizes"": [2, 1, 1, 2, 1]}, {""t"": 301, ""sizes"": [1, 2, 1, 2, 1, 1]}, {""t"": 351, ""sizes"": [1, 2, 1, 1]}, {""t"": 401, ""sizes"": [2, 1, 2, 2, 1]}, {""t"": 451, ""sizes"": [1, 1, 2, 2, 1]}, {""t"": 501, ""sizes"": [2, 1, 2, 2, 1]}, {""t"": 551, ""sizes"": [2, 1, 2, 2, 1]}, {""t"": 601, ""sizes"": [1, 2, 1, 2, 1, 1]}, {""t"": 651, ""sizes"": [1, 1, 1, 1]}, {""t"": 701, ""sizes"": [2, 1, 2, 2, 1]}, {""t"": 751, ""sizes"": [1, 2, 2, 1]}, {""t"": 801, ""sizes"": [2, 1, 1, 2, 1]}, {""t"": 851, ""sizes"": [2, 1, 2, 2, 1]}, {""t"": 901, ""sizes"": [1, 2, 1, 2, 1, 1]}, {""t"": 951, ""sizes"": [1, 2, 1, 1]}]","[2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1]",Imitate
beta_3.00,ER_k4,ImitationStrategy,0.052800000000000014,1.0,0.01736,False,,1000,1000,"[{""t"": 1, ""sizes"": [37, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {""t"": 51, ""sizes"": [1, 1, 1, 1]}, {""t"": 101, ""sizes"": [1, 1, 1]}, {""t"": 151, ""sizes"": [1, 2, 1, 1]}, {""t"": 201, ""sizes"": [1, 1, 1]}, {""t"": 251, ""sizes"": [1, 2, 1, 1]}, {""t"": 301, ""sizes"": [1, 1, 1]}, {""t"": 351, ""sizes"": [1, 2, 1, 1]}, {""t"": 401, ""sizes"": [1, 1, 1, 1]}, {""t"": 451, ""sizes"": [1, 2, 2, 1, 1]}, {""t"": 501, ""sizes"": [1, 2, 1, 1]}, {""t"": 551, ""sizes"": [1, 2, 2, 1, 1]}, {""t"": 601, ""sizes"": [1, 2, 1, 1]}, {""t"": 651, ""sizes"": [1, 2, 1, 1]}, {""t"": 701, ""sizes"": [1, 2, 2, 1, 1]}, {""t"": 751, ""sizes"": [1, 2, 1, 1]}, {""t"": 801, ""sizes"": [1, 2, 2, 1, 1]}, {""t"": 851, ""sizes"": [1, 2, 1, 1]}, {""t"": 901, ""sizes"": [1, 2, 1, 1, 1]}, {""t"": 951, ""sizes"": [1, 1, 2, 1, 1]}]","[1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1]",Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.24692307692307697,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [11, 22, 2, 1, 2, 7, 1, 1, 2]}]",[],Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.10818000000000001,1.9057142857142852,0.03544,False,,1000,1000,"[{""t"": 1, ""sizes"": [7, 14, 2, 2, 9, 4, 6, 4, 5, 3]}, {""t"": 51, ""sizes"": [3, 4, 2, 4]}, {""t"": 101, ""sizes"": [3]}, {""t"": 151, ""sizes"": [3, 2, 2, 2]}, {""t"": 201, ""sizes"": [4, 4]}, {""t"": 251, ""sizes"": [3, 2, 2, 3]}, {""t"": 301, ""sizes"": [3, 4, 2, 4]}, {""t"": 351, ""sizes"": [3, 3, 2, 3]}, {""t"": 401, ""sizes"": [3, 4, 2, 2, 4]}, {""t"": 451, ""sizes"": [3, 2, 2, 2, 2]}, {""t"": 501, ""sizes"": [3, 4, 4]}, {""t"": 551, ""sizes"": [3, 4, 2, 2, 4]}, {""t"": 601, ""sizes"": [3, 4, 2, 4]}, {""t"": 651, ""sizes"": [3]}, {""t"": 701, ""sizes"": [3, 2, 2, 2]}, {""t"": 751, ""sizes"": [4, 4]}, {""t"": 801, ""sizes"": [3, 2, 2, 3]}, {""t"": 851, ""sizes"": [3, 4, 2, 4]}, {""t"": 901, ""sizes"": [3, 3, 2, 3]}, {""t"": 951, ""sizes"": [3, 4, 2, 2, 4]}]","[3, 4, 4, 3, 4, 2, 2, 4, 3, 4, 2, 4, 3, 3, 2, 2, 2, 4, 4, 3, 2, 2, 3, 3, 4, 2, 4, 3, 3, 2, 3, 3, 4, 2, 2, 4]",Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.15999999999999998,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [8, 1, 2, 1, 3, 5, 1, 2, 3, 7, 2, 3]}]",[],Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.30538461538461537,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [5, 2, 1, 4, 27, 1, 6, 3, 4, 1]}]",[],Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.08270000000000001,1.78,0.029100000000000008,False,,1000,1000,"[{""t"": 1, ""sizes"": [4, 9, 2, 1, 22, 1, 2, 2, 5]}, {""t"": 51, ""sizes"": [2, 3, 2]}, {""t"": 101, ""sizes"": [2]}, {""t"": 151, ""sizes"": [2, 3, 3, 2]}, {""t"": 201, ""sizes"": [1, 2, 3, 3, 2]}, {""t"": 251, ""sizes"": [2, 2, 3, 3]}, {""t"": 301, ""sizes"": [2, 3, 3]}, {""t"": 351, ""sizes"": [2, 3, 3]}, {""t"": 401, ""sizes"": [2, 3, 3, 2]}, {""t"": 451, ""sizes"": [2, 3, 3, 2]}, {""t"": 501, ""sizes"": [2, 3]}, {""t"": 551, ""sizes"": [2, 3, 3, 2]}, {""t"": 601, ""sizes"": [2, 3, 2]}, {""t"": 651, ""sizes"": [2]}, {""t"": 701, ""sizes"": [2, 3, 3, 2]}, {""t"": 751, ""sizes"": [1, 2, 3, 3, 2]}, {""t"": 801, ""sizes"": [2, 2, 3, 3]}, {""t"": 851, ""sizes"": [2, 3, 3]}, {""t"": 901, ""sizes"": [2, 3, 3]}, {""t"": 951, ""sizes"": [2, 3, 3, 2]}]","[2, 3, 2, 3, 3, 2, 2, 3, 2, 2, 2, 3, 3, 2, 1, 2, 3, 3, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 2]",Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.14864864864864863,,,True,allD,37,37,"[{""t"": 1, ""sizes"": [21, 16, 5, 2, 9, 1, 1, 1]}]",[],Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.16625,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [16, 3, 6, 4, 3, 6, 1, 1, 1, 2, 2, 2]}]",[],Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.13816000000000003,2.611748251748252,0.05714000000000002,False,,1000,1000,"[{""t"": 1, ""sizes"": [49, 5, 3, 2, 2]}, {""t"": 51, ""sizes"": [3, 5, 6, 6, 2, 2]}, {""t"": 101, ""sizes"": [2, 3, 2, 4, 1]}, {""t"": 151, ""sizes"": [6, 6]}, {""t"": 201, ""sizes"": [2, 2, 2, 6]}, {""t"": 251, ""sizes"": [2, 5, 6, 2, 2, 2]}, {""t"": 301, ""sizes"": [2, 5, 4]}, {""t"": 351, ""sizes"": [2, 6, 2, 2, 6]}, {""t"": 401, ""sizes"": [2, 6, 2, 6]}, {""t"": 451, ""sizes"": [2, 4, 2, 4]}, {""t"": 501, ""sizes"": [6, 3]}, {""t"": 551, ""sizes"": [2, 2, 5, 2, 6]}, {""t"": 601, ""sizes"": [2, 6, 2, 2, 6]}, {""t"": 651, ""sizes"": [2, 2, 5]}, {""t"": 701, ""sizes"": [6, 4]}, {""t"": 751, ""sizes"": [2, 2, 2, 6]}, {""t"": 801, ""sizes"": [2, 5, 6, 2, 2, 2]}, {""t"": 851, ""sizes"": [2, 5, 3]}, {""t"": 901, ""sizes"": [2, 6, 2, 2, 6]}, {""t"": 951, ""sizes"": [2, 6, 2, 6]}]","[6, 3, 2, 2, 5, 2, 6, 2, 6, 2, 2, 6, 2, 2, 5, 6, 4, 2, 2, 2, 6, 2, 5, 6, 2, 2, 2, 2, 5, 3, 2, 6, 2, 2, 6, 2, 6, 2, 6]",Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.12258000000000001,2.325,0.050780000000000006,False,,1000,1000,"[{""t"": 1, ""sizes"": [27, 3, 1, 3, 4, 2, 5, 2, 2]}, {""t"": 51, ""sizes"": [2, 3, 4, 2, 3]}, {""t"": 101, ""sizes"": [1]}, {""t"": 151, ""sizes"": [3, 2, 3]}, {""t"": 201, ""sizes"": [2, 5, 3, 2, 3]}, {""t"": 251, ""sizes"": [2, 5, 1, 2, 3]}, {""t"": 301, ""sizes"": [7, 3, 2]}, {""t"": 351, ""sizes"": [6, 3, 3]}, {""t"": 401, ""sizes"": [7, 2, 3, 2, 3]}, {""t"": 451, ""sizes"": [6, 2, 3, 2, 2]}, {""t"": 501, ""sizes"": [6, 3, 3]}, {""t"": 551, ""sizes"": [6, 2, 3, 2, 3]}, {""t"": 601, ""sizes"": [2, 3, 4, 2, 3]}, {""t"": 651, ""sizes"": [1]}, {""t"": 701, ""sizes"": [3, 2, 3]}, {""t"": 751, ""sizes"": [2, 5, 3, 2, 3]}, {""t"": 801, ""sizes"": [2, 5, 1, 2, 3]}, {""t"": 851, ""sizes"": [7, 3, 2]}, {""t"": 901, ""sizes"": [6, 3, 3]}, {""t"": 951, ""sizes"": [7, 2, 3, 2, 3]}]","[6, 3, 3, 6, 2, 3, 2, 3, 2, 3, 4, 2, 3, 1, 3, 2, 3, 2, 5, 3, 2, 3, 2, 5, 1, 2, 3, 7, 3, 2, 6, 3, 3, 7, 2, 3, 2, 3]",Imitate
beta_3.00,WS_k4_p0.1,ImitationStrategy,0.2615384615384615,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [1, 7, 2, 6, 1, 2, 3, 1, 2, 2, 2, 6, 15, 1]}]",[],Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.09999999999999998,,,True,allD,37,37,"[{""t"": 1, ""sizes"": [9, 1, 1, 1, 1, 1, 1, 4, 2, 15, 6, 1, 1]}]",[],Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.10338983050847458,,,True,allD,59,59,"[{""t"": 1, ""sizes"": [9, 14, 1, 1, 1, 5, 3, 7, 8, 1]}, {""t"": 51, ""sizes"": [3]}]",[],Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.06464000000000002,1.2,0.03916,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 2, 6, 1, 5, 1, 5, 6, 1, 7, 5, 1]}, {""t"": 51, ""sizes"": [2, 2, 5]}, {""t"": 101, ""sizes"": [2]}, {""t"": 151, ""sizes"": [2, 2, 3]}, {""t"": 201, ""sizes"": [2, 2]}, {""t"": 251, ""sizes"": [5]}, {""t"": 301, ""sizes"": [2, 2, 2]}, {""t"": 351, ""sizes"": [2, 5]}, {""t"": 401, ""sizes"": [2, 5]}, {""t"": 451, ""sizes"": [2, 2, 4]}, {""t"": 501, ""sizes"": [2, 2, 5]}, {""t"": 551, ""sizes"": [2, 5]}, {""t"": 601, ""sizes"": [2, 2, 5]}, {""t"": 651, ""sizes"": [2]}, {""t"": 701, ""sizes"": [2, 2, 3]}, {""t"": 751, ""sizes"": [2, 2]}, {""t"": 801, ""sizes"": [5]}, {""t"": 851, ""sizes"": [2, 2, 2]}, {""t"": 901, ""sizes"": [2, 5]}, {""t"": 951, ""sizes"": [2, 5]}]","[2, 2, 5, 2, 5, 2, 2, 5, 2, 2, 2, 3, 2, 2, 5, 2, 2, 2, 2, 5, 2, 5]",Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.12260869565217393,,,True,allD,46,46,"[{""t"": 1, ""sizes"": [1, 11, 3, 1, 8, 2, 1, 13, 4, 1, 1, 3, 1, 2]}]",[],Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.22041666666666668,,,True,allD,24,24,"[{""t"": 1, ""sizes"": [3, 3, 6, 1, 1, 2, 17, 2, 2, 1, 12, 1]}]",[],Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.13153846153846155,,,True,allD,52,52,"[{""t"": 1, ""sizes"": [41, 1, 6, 2]}, {""t"": 51, ""sizes"": [2, 1]}]",[],Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.11846153846153848,,,True,allD,65,65,"[{""t"": 1, ""sizes"": [1, 1, 50, 1, 5]}, {""t"": 51, ""sizes"": [1, 1, 1]}]",[],Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.2269230769230769,,,True,allD,13,13,"[{""t"": 1, ""sizes"": [3, 12, 1, 6, 1, 3, 8, 1, 7, 2, 1, 1]}]",[],Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.07638,0.4,0.02,False,,1000,1000,"[{""t"": 1, ""sizes"": [28, 1, 1, 2, 2, 1, 7, 1, 2, 2, 1]}, {""t"": 51, ""sizes"": [2, 2, 2, 2, 2]}, {""t"": 101, ""sizes"": [2, 2, 2]}, {""t"": 151, ""sizes"": [2, 2, 2]}, {""t"": 201, ""sizes"": [2, 2, 2, 1, 2, 1]}, {""t"": 251, ""sizes"": [2, 2]}, {""t"": 301, ""sizes"": [2, 2, 1, 2, 2, 2]}, {""t"": 351, ""sizes"": [2, 2]}, {""t"": 401, ""sizes"": [2, 2, 2, 2]}, {""t"": 451, ""sizes"": [2, 2, 2]}, {""t"": 501, ""sizes"": [2, 2, 2, 1, 2, 1]}, {""t"": 551, ""sizes"": [2, 2, 2]}, {""t"": 601, ""sizes"": [2, 2, 2, 2, 2]}, {""t"": 651, ""sizes"": [1, 1, 2]}, {""t"": 701, ""sizes"": [2, 2, 2]}, {""t"": 751, ""sizes"": [2, 2, 2, 2, 1, 1]}, {""t"": 801, ""sizes"": [2, 2]}, {""t"": 851, ""sizes"": [2, 2, 1, 2, 1, 1]}, {""t"": 901, ""sizes"": [2, 2]}, {""t"": 951, ""sizes"": [2, 2, 2, 2]}]","[2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 2, 2]",Imitate
beta_3.50,Grid_10x10,ImitationStrategy,0.12553999999999998,1.8800000000000001,0.0709,False,,1000,1000,"[{""t"": 1, ""sizes"": [1, 19, 2, 4, 5, 1, 1, 1, 11, 1, 1]}, {""t"": 51, ""sizes"": [2, 2, 2, 2, 9]}, {""t"": 101, ""sizes"": [2, 2, 1]}, {""t"": 151, ""sizes"": [2, 1, 7]}, {""t"": 201, ""sizes"": [2, 1, 2, 8]}, {""t"": 251, ""sizes"": [2, 2, 8]}, {""t"": 301, ""sizes"": [2, 7]}, {""t"": 351, ""sizes"": [2, 2, 2, 7]}, {""t"": 401, ""sizes"": [2, 2, 8]}, {""t"": 451, ""sizes"": [2, 2, 2, 2, 9]}, {""t"": 501, ""sizes"": [2, 2, 2, 2, 4]}, {""t"": 551, ""sizes"": [2, 2, 2, 2, 9]}, {""t"": 601, ""sizes"": [2, 2, 2, 2, 9]}, {""t"": 651, ""sizes"": [2, 2, 1]}, {""t"": 701, ""sizes"": [2, 2, 7]}, {""t"": 751, ""sizes"": [2, 2, 2, 8]}, {""t"": 801, ""sizes"": [2, 1, 2, 8]}, {""t"": 851, ""sizes"": [2, 7]}, {""t"": 901, ""sizes"": [2, 2, 2, 7]}, {""t"": 951, ""sizes"": [2, 2, 8]}]","[2, 2, 2, 2, 4, 2, 2, 2, 2, 9, 2, 2, 2, 2, 9, 2, 2, 1, 2, 2, 7, 2, 2, 2, 8, 2, 1, 2, 8, 2, 7, 2, 2, 2, 7, 2, 2, 8]",Imitate
